Name,AthleteUrl,Gender,Height,Active,Participations,Age,Country
Daeseong KIM,https://ifsc.results.info/#/athlete/11981,Men,178,2019,5,23,KOR
Mohd Izzat MOHD SHOKOR,https://ifsc.results.info/#/athlete/3348,Men,175,2016,5,31,MAS
Tan BING QIAN,https://ifsc.results.info/#/athlete/3683,Men,-,2017,4,23,SGP
Jit Yi DENZEL CHUA,https://ifsc.results.info/#/athlete/11967,Men,-,2019,6,18,SGP
Aphiwit LIMPANICHPAKDEE,https://ifsc.results.info/#/athlete/3941,Men,-,2017,21,20,THA
Tarim MEHMET ALİ,https://ifsc.results.info/#/athlete/13683,Men,-,2022,7,17,TUR
Nuria BROCKFELD,https://ifsc.results.info/#/athlete/11597,Women,-,2019,24,20,GER
Susan NURHIDAYAH,https://ifsc.results.info/#/athlete/13736,Women,-,2022,3,20,INA
Narda Mutia AMANDA,https://ifsc.results.info/#/athlete/11364,Women,-,2018,9,20,INA
Alivany VER KHADIJAH,https://ifsc.results.info/#/athlete/3334,Women,-,2017,9,22,INA
Eka DIAN KRISMAWATI,https://ifsc.results.info/#/athlete/14093,Women,-,2022,2,23,INA
Puja LESTARI,https://ifsc.results.info/#/athlete/13734,Women,-,2022,3,20,INA
Berthdigna Devi Surya KUSUMA,https://ifsc.results.info/#/athlete/3301,Women,-,2015,7,25,INA
Nurma ANJANI,https://ifsc.results.info/#/athlete/14486,Women,-,2023,1,20,INA
Liberty RUNNELS,https://ifsc.results.info/#/athlete/13551,Women,170,2022,10,17,USA
Samuel HEALY,https://ifsc.results.info/#/athlete/14139,Men,-,2023,1,26,AUS
Mateus RODRIGUES BELLOTTO,https://ifsc.results.info/#/athlete/11836,Men,-,2019,30,20,BRA
Sean MCCOLL,https://ifsc.results.info/#/athlete/1559,Men,169,2001,247,36,CAN
Jack MACDOUGALL,https://ifsc.results.info/#/athlete/11502,Men,178,2019,24,18,GBR
Nika IOSELIANI,https://ifsc.results.info/#/athlete/2473,Men,-,2017,4,23,GEO
Yannick NAGEL,https://ifsc.results.info/#/athlete/12335,Men,175,2020,29,18,GER
Marcello BOMBARDI,https://ifsc.results.info/#/athlete/854,Men,177,2007,175,30,ITA
Ao YURIKUSA,https://ifsc.results.info/#/athlete/11832,Men,175,2019,38,21,JPN
Rolands RUGENS,https://ifsc.results.info/#/athlete/4150,Men,-,2007,86,31,LAT
Thor VILLEGAS GARCÍA,https://ifsc.results.info/#/athlete/4207,Men,-,2015,16,22,MEX
Jair Octavio MORENO MONTOYA,https://ifsc.results.info/#/athlete/11842,Men,-,2019,12,20,MEX
William FLORES,https://ifsc.results.info/#/athlete/14566,Men,-,2023,1,26,PUR
Gregor VEZONIK,https://ifsc.results.info/#/athlete/1131,Men,176,2009,88,28,SLO
Zander WALLER,https://ifsc.results.info/#/athlete/1934,Men,182,2017,18,20,USA
Nathaniel COLEMAN,https://ifsc.results.info/#/athlete/1778,Men,182,2014,52,27,USA
Ellis ERNSBERGER,https://ifsc.results.info/#/athlete/2004,Men,170,2018,13,20,USA
Kevin AMON,https://ifsc.results.info/#/athlete/13703,Men,-,2022,23,19,AUT
Jack WHITNEY,https://ifsc.results.info/#/athlete/13933,Men,-,2022,3,18,CAN
Gabriel CANCEL,https://ifsc.results.info/#/athlete/13951,Men,-,2022,5,16,ECU
Giorgi JAPARIDZE,https://ifsc.results.info/#/athlete/2463,Men,-,2013,6,27,GEO
Giga JANKHOTELI,https://ifsc.results.info/#/athlete/2456,Men,-,2012,10,30,GEO
Linus BADER,https://ifsc.results.info/#/athlete/11603,Men,181,2019,33,21,GER
Ginta UEGAKI,https://ifsc.results.info/#/athlete/14009,Men,-,2022,5,17,JPN
Kazuki TANII,https://ifsc.results.info/#/athlete/13999,Men,-,2022,5,17,JPN
Andrés ALENCASTER,https://ifsc.results.info/#/athlete/13888,Men,-,2022,3,19,MEX
Joshua BRUYNS,https://ifsc.results.info/#/athlete/12310,Men,-,2020,23,20,RSA
Kostiantyn PAVLENKO,https://ifsc.results.info/#/athlete/1492,Men,182,2012,82,25,UKR
Evan HOMAN,https://ifsc.results.info/#/athlete/14557,Men,-,2023,1,17,USA
Joey KIM,https://ifsc.results.info/#/athlete/14571,Men,-,2023,2,17,USA
Richard LI,https://ifsc.results.info/#/athlete/13033,Men,-,2021,8,17,USA
Aidan GODDARD,https://ifsc.results.info/#/athlete/13664,Men,-,2022,3,26,USA
Zoe GARCIA MOLINA,https://ifsc.results.info/#/athlete/11998,Women,-,2019,21,19,ARG
Valentina AGUADO,https://ifsc.results.info/#/athlete/3161,Women,-,2015,89,22,ARG
Sandra LETTNER,https://ifsc.results.info/#/athlete/1270,Women,161,2015,94,22,AUT
Laura FARHAT DE ARAUJO FRAGA TIMO,https://ifsc.results.info/#/athlete/12901,Women,-,2021,10,16,BRA
Mariana HANGGI CORREIA,https://ifsc.results.info/#/athlete/12902,Women,-,2021,12,17,BRA
Rebecca FRANGOS,https://ifsc.results.info/#/athlete/1577,Women,-,2011,63,26,CAN
Martina CASTRO,https://ifsc.results.info/#/athlete/13971,Women,-,2023,8,18,CHI
Marketa JANOSOVA,https://ifsc.results.info/#/athlete/1453,Women,159,2018,70,19,CZE
Hélène JANICOT,https://ifsc.results.info/#/athlete/455,Women,165,2008,113,30,FRA
Manon HILY,https://ifsc.results.info/#/athlete/462,Women,154,2009,74,30,FRA
Molly THOMPSON-SMITH,https://ifsc.results.info/#/athlete/642,Women,159,2011,109,26,GBR
Holly TOOTHILL,https://ifsc.results.info/#/athlete/694,Women,165,2016,33,22,GBR
Mariam IOSELIANI,https://ifsc.results.info/#/athlete/10369,Women,-,2008,1,31,GEO
Leonie LOCHNER,https://ifsc.results.info/#/athlete/2018,Women,-,2015,36,23,GER
Afra HÖNIG,https://ifsc.results.info/#/athlete/3354,Women,165,2009,59,28,GER
Hana KOIKE,https://ifsc.results.info/#/athlete/11784,Women,167,2019,25,18,JPN
Arantza LUNA VELASCO,https://ifsc.results.info/#/athlete/4206,Women,-,2015,20,22,MEX
María Fernanda HIDALGO AMEZQUITA,https://ifsc.results.info/#/athlete/4220,Women,-,2017,27,22,MEX
Sofia Alejandra HERRERA VEGA CENTENO,https://ifsc.results.info/#/athlete/11650,Women,168,2019,8,28,PER
Julija KRUDER,https://ifsc.results.info/#/athlete/1137,Women,175,2011,65,26,SLO
Lucija TARKUS,https://ifsc.results.info/#/athlete/1181,Women,160,2017,76,20,SLO
Mira CAPICCHIONI,https://ifsc.results.info/#/athlete/11790,Women,-,2019,5,18,USA
Zoe BITTERS,https://ifsc.results.info/#/athlete/14556,Women,-,2023,1,21,USA
Adriene Akiko CLARK,https://ifsc.results.info/#/athlete/13020,Women,168,2022,9,19,USA
Quinn MASON,https://ifsc.results.info/#/athlete/1914,Women,-,2017,22,20,USA
Arantza FERNÁNDEZ GUTIERREZ,https://ifsc.results.info/#/athlete/4227,Women,-,2017,17,21,MEX
Valeria MACIAS FERREIRA,https://ifsc.results.info/#/athlete/4221,Women,-,2017,21,22,MEX
Sydney WILLIAMS,https://ifsc.results.info/#/athlete/14568,Women,-,2023,1,17,USA
Isis ROTHFORK,https://ifsc.results.info/#/athlete/14069,Women,-,2022,7,19,USA
Madeline MORRIS,https://ifsc.results.info/#/athlete/14569,Women,-,2023,1,26,USA
Micaela PATAJO,https://ifsc.results.info/#/athlete/14570,Women,-,2023,1,16,USA
Kailer KORDEWICK,https://ifsc.results.info/#/athlete/14056,Women,-,2022,2,17,USA
Matias OCHOA MARCOS,https://ifsc.results.info/#/athlete/12054,Men,170,2019,12,22,ARG
Lautaro Nicolás SORIA SANCHEZ,https://ifsc.results.info/#/athlete/14439,Men,-,2023,12,28,ARG
Aiden YANEV,https://ifsc.results.info/#/athlete/2567,Men,165,2018,9,20,AUS
Maxim PARE,https://ifsc.results.info/#/athlete/2565,Men,-,2018,16,20,AUS
Richard SCHWARK,https://ifsc.results.info/#/athlete/14538,Men,-,2023,3,21,BRA
Kindar MCNAMEE,https://ifsc.results.info/#/athlete/1647,Men,-,2017,21,21,CAN
Benjamin AYALA,https://ifsc.results.info/#/athlete/3903,Men,-,2014,38,26,CHI
Benjamin VARGAS,https://ifsc.results.info/#/athlete/3916,Men,180,2017,38,24,CHI
Martin STRANIK,https://ifsc.results.info/#/athlete/1361,Men,178,2004,139,33,CZE
Marek JELIGA,https://ifsc.results.info/#/athlete/1437,Men,171,2017,46,20,CZE
Jachym CINK,https://ifsc.results.info/#/athlete/1434,Men,-,2017,42,20,CZE
Adam ONDRA,https://ifsc.results.info/#/athlete/1364,Men,186,2007,118,30,CZE
Stepan STRANIK,https://ifsc.results.info/#/athlete/1357,Men,-,2001,44,36,CZE
Simon POTUCEK,https://ifsc.results.info/#/athlete/1418,Men,-,2016,58,22,CZE
Eneko CARRETERO CRUZ,https://ifsc.results.info/#/athlete/818,Men,-,2016,59,22,ESP
Guillermo PEINADO FRANGANILLO,https://ifsc.results.info/#/athlete/13316,Men,169,2022,26,18,ESP
Tuukka SIMONEN,https://ifsc.results.info/#/athlete/12460,Men,-,2021,10,21,FIN
Arthur LE BRIS,https://ifsc.results.info/#/athlete/12509,Men,180,2021,6,21,FRA
Alexander MEGOS,https://ifsc.results.info/#/athlete/2574,Men,175,2008,89,30,GER
Ioannis-filippos NOEL-BAKER,https://ifsc.results.info/#/athlete/11636,Men,182,2019,18,20,GRE
Chi-fung AU,https://ifsc.results.info/#/athlete/2217,Men,-,2011,106,28,HKG
Gabriele MORONI,https://ifsc.results.info/#/athlete/849,Men,-,2001,107,36,ITA
Alexey PANFILOV,https://ifsc.results.info/#/athlete/3367,Men,-,2011,34,26,KAZ
Artyom DEVYATERIKOV,https://ifsc.results.info/#/athlete/3358,Men,-,2005,92,36,KAZ
Santiago DE ALBA FLORES,https://ifsc.results.info/#/athlete/6092,Men,-,2008,44,31,MEX
Viktor TRPOVSKI,https://ifsc.results.info/#/athlete/3188,Men,-,2014,29,23,MKD
Paul BRAND,https://ifsc.results.info/#/athlete/3607,Men,182,2017,42,20,NED
Don VAN LAERE,https://ifsc.results.info/#/athlete/3591,Men,-,2015,39,24,NED
Calrin CURTIS,https://ifsc.results.info/#/athlete/1052,Men,-,2011,20,30,RSA
Julien CLÉMENCE,https://ifsc.results.info/#/athlete/4283,Men,-,2016,60,22,SUI
Robert LUBY,https://ifsc.results.info/#/athlete/2769,Men,-,2015,13,27,SVK
Peter KURIC,https://ifsc.results.info/#/athlete/2767,Men,175,2015,70,22,SVK
Fredrik SERLACHIUS,https://ifsc.results.info/#/athlete/2670,Men,-,2012,83,25,SWE
Leonid OSADCHYI,https://ifsc.results.info/#/athlete/1513,Men,-,2015,41,22,UKR
Evangelina BRIGGS,https://ifsc.results.info/#/athlete/13661,Women,-,2022,7,17,CAN
Alejandra CONTRERAS,https://ifsc.results.info/#/athlete/3911,Women,160,2014,84,23,CHI
Muykuay SILVA,https://ifsc.results.info/#/athlete/3900,Women,162,2012,40,25,CHI
Tereza SIRUCKOVA,https://ifsc.results.info/#/athlete/1447,Women,-,2017,50,20,CZE
Arina JURCENKO,https://ifsc.results.info/#/athlete/12330,Women,-,2021,35,17,CZE
Ema GALEOVA,https://ifsc.results.info/#/athlete/12859,Women,-,2021,10,21,CZE
Barbora ZITKOVA,https://ifsc.results.info/#/athlete/14291,Women,-,2023,6,18,CZE
Miriam DIEZ LUENGO,https://ifsc.results.info/#/athlete/13412,Women,-,2022,11,19,ESP
Rebeca PÉREZ DUATO,https://ifsc.results.info/#/athlete/13450,Women,-,2022,10,25,ESP
Rosa ARNOLD,https://ifsc.results.info/#/athlete/12623,Women,-,2021,16,17,FIN
Flavy COHAUT,https://ifsc.results.info/#/athlete/553,Women,174,2016,39,22,FRA
Sandra HOPFENSITZ,https://ifsc.results.info/#/athlete/11740,Women,165,2019,33,20,GER
Evdoxia-aikaterini KALLIA,https://ifsc.results.info/#/athlete/4121,Women,163,2017,34,21,GRE
Svana BJARNASON,https://ifsc.results.info/#/athlete/14483,Women,171,2023,11,32,ISL
Valeri KREMER,https://ifsc.results.info/#/athlete/3979,Women,-,2007,75,32,ISR
Giulia MEDICI,https://ifsc.results.info/#/athlete/910,Women,-,2014,61,24,ITA
Margarita AGAMBAYEVA,https://ifsc.results.info/#/athlete/3374,Women,-,2013,71,24,KAZ
Arta MATELSONE,https://ifsc.results.info/#/athlete/12296,Women,-,2021,6,26,LAT
María Fernanda GONZÁLEZ RÁMIREZ,https://ifsc.results.info/#/athlete/4215,Women,-,2017,19,22,MEX
Lisa KLEM,https://ifsc.results.info/#/athlete/3622,Women,-,2018,23,19,NED
Sunniva Eik HAAVE,https://ifsc.results.info/#/athlete/3068,Women,-,2013,34,26,NOR
Anne ACKRE,https://ifsc.results.info/#/athlete/13272,Women,-,2022,14,20,NOR
Janja GARNBRET,https://ifsc.results.info/#/athlete/1147,Women,164,2013,126,24,SLO
Lucka RAKOVEC,https://ifsc.results.info/#/athlete/1160,Women,170,2015,92,22,SLO
Natalie BÄRTSCHI,https://ifsc.results.info/#/athlete/4293,Women,-,2008,61,29,SUI
Anastasiia KOBETS,https://ifsc.results.info/#/athlete/12562,Women,156,2021,42,17,UKR
Daria NESTERENKO,https://ifsc.results.info/#/athlete/11624,Women,-,2019,28,20,UKR
Bautista GREGORINI,https://ifsc.results.info/#/athlete/12026,Men,-,2019,17,21,ARG
Pheaktra SAMBATH,https://ifsc.results.info/#/athlete/14643,Men,-,2023,4,22,CAM
Joaquin URRUTIA,https://ifsc.results.info/#/athlete/11862,Men,-,2019,26,18,CHI
Marcelo Ignacio VARGAS CLAROS,https://ifsc.results.info/#/athlete/14641,Men,-,2023,4,22,ESA
Toivo ELORANTA,https://ifsc.results.info/#/athlete/14602,Men,176,2023,2,17,FIN
Pierre LE CERF,https://ifsc.results.info/#/athlete/546,Men,-,2015,23,23,FRA
Antoine GIRARD,https://ifsc.results.info/#/athlete/390,Men,-,1998,21,23,FRA
Leo FAVOT,https://ifsc.results.info/#/athlete/574,Men,-,2017,23,23,FRA
Joseph XIBERRAS,https://ifsc.results.info/#/athlete/735,Men,182,2018,30,19,GBR
Michail VOLYRAKIS,https://ifsc.results.info/#/athlete/13686,Men,182,2022,7,24,GRE
Daniel Alejandro MERINO ORDÓÑEZ,https://ifsc.results.info/#/athlete/14636,Men,173,2023,4,22,HON
Gholamali BARATZADEH,https://ifsc.results.info/#/athlete/3460,Men,-,2005,60,38,IRI
Radin FOROUGHIAN,https://ifsc.results.info/#/athlete/12074,Men,-,2019,14,19,IRI
Yotam BEN REUVEN,https://ifsc.results.info/#/athlete/4046,Men,-,2018,20,22,ISR
Ido FIDEL,https://ifsc.results.info/#/athlete/4021,Men,180,2017,10,20,ISR
Davide Marco COLOMBO,https://ifsc.results.info/#/athlete/953,Men,-,2016,57,21,ITA
Pietro VIDI,https://ifsc.results.info/#/athlete/12815,Men,-,2021,12,21,ITA
Nicolò SARTIRANA,https://ifsc.results.info/#/athlete/1047,Men,169,2018,14,20,ITA
Vaidotas MONSTAVICIUS,https://ifsc.results.info/#/athlete/12863,Men,176,2021,5,33,LTU
Matej MARKOV,https://ifsc.results.info/#/athlete/14601,Men,-,2023,7,16,MKD
Jovan IVANOV,https://ifsc.results.info/#/athlete/5804,Men,-,2005,13,33,MKD
Martin BERGANT,https://ifsc.results.info/#/athlete/1135,Men,182,2010,93,28,SLO
Domen SKOFIC,https://ifsc.results.info/#/athlete/1129,Men,177,2008,168,29,SLO
Rocio Ailen BECERRA,https://ifsc.results.info/#/athlete/3160,Women,157,2014,25,24,ARG
Jordyn DAMASCO,https://ifsc.results.info/#/athlete/2564,Women,-,2018,5,20,AUS
Vinnith IM,https://ifsc.results.info/#/athlete/14644,Women,-,2023,4,17,CAM
Ignacia MELLADO QUINTEROS,https://ifsc.results.info/#/athlete/11420,Women,160,2018,37,21,CHI
Grecia Daniela HERNANDEZ GUERRERO,https://ifsc.results.info/#/athlete/14677,Women,-,2023,4,17,ESA
Aida TORRES ILLAMOLA,https://ifsc.results.info/#/athlete/841,Women,-,2018,53,21,ESP
Alexandra KATERI,https://ifsc.results.info/#/athlete/13721,Women,157,2022,2,34,GRE
Iris Pamela DURON ANTONIO,https://ifsc.results.info/#/athlete/14637,Women,164,2023,4,23,HON
Elnaz REKABI,https://ifsc.results.info/#/athlete/3465,Women,161,2007,78,34,IRI
Rahil RAMEZANI,https://ifsc.results.info/#/athlete/3525,Women,-,2016,22,22,IRI
Maya DREAMER,https://ifsc.results.info/#/athlete/4018,Women,-,2017,25,22,ISR
Claudia GHISOLFI,https://ifsc.results.info/#/athlete/860,Women,162,2010,82,27,ITA
Caterina DAL ZOTTO,https://ifsc.results.info/#/athlete/1039,Women,-,2018,13,20,ITA
Miriam FOGU,https://ifsc.results.info/#/athlete/991,Women,171,2017,31,21,ITA
Sara TRAJKOSKA,https://ifsc.results.info/#/athlete/12939,Women,-,2021,12,17,MKD
Dominik HAERTL,https://ifsc.results.info/#/athlete/1262,Men,-,2014,31,24,AUT
Andreas HOFHERR,https://ifsc.results.info/#/athlete/1282,Men,-,2017,28,20,AUT
Maximilian LENZ,https://ifsc.results.info/#/athlete/1332,Men,-,2017,22,20,AUT
Julian WIMMER,https://ifsc.results.info/#/athlete/11580,Men,-,2019,37,18,AUT
Timo UZNIK,https://ifsc.results.info/#/athlete/12382,Men,-,2020,34,18,AUT
Ilja AUERSPERG,https://ifsc.results.info/#/athlete/12500,Men,-,2021,25,17,AUT
Mikel Asier LINACISORO MOLINA,https://ifsc.results.info/#/athlete/793,Men,184,2014,129,23,ESP
Samuel BUTTERWORTH,https://ifsc.results.info/#/athlete/12237,Men,-,2022,10,22,GBR
Orfeas TSIAOUSIS,https://ifsc.results.info/#/athlete/4119,Men,171,2017,22,24,GRE
Nimród Sebestyén TUSNÁDY,https://ifsc.results.info/#/athlete/2201,Men,-,2018,57,19,HUN
Reza KOLASANGIAN,https://ifsc.results.info/#/athlete/3484,Men,-,2013,32,31,IRI
Birgir Óli SNORRASON,https://ifsc.results.info/#/athlete/14482,Men,170,2023,5,28,ISL
Guðmundur Freyr ARNARSON,https://ifsc.results.info/#/athlete/14481,Men,-,2023,6,25,ISL
Yuval SHEMLA,https://ifsc.results.info/#/athlete/3989,Men,168,2012,84,25,ISR
Shion OMATA,https://ifsc.results.info/#/athlete/13986,Men,162,2022,13,17,JPN
Roman SIVAKOV,https://ifsc.results.info/#/athlete/4391,Men,-,2018,18,20,LTU
Hector LOPEZ VALDEZ,https://ifsc.results.info/#/athlete/6393,Men,-,2012,17,28,MEX
Jonas UTELLI,https://ifsc.results.info/#/athlete/3883,Men,175,2017,38,20,SUI
Gianstefano DI NINO,https://ifsc.results.info/#/athlete/12027,Men,-,2019,12,20,VEN
Luis CASTELLANOS,https://ifsc.results.info/#/athlete/10886,Men,-,2012,14,29,VEN
Johannes HOFHERR,https://ifsc.results.info/#/athlete/1283,Men,178,2016,52,21,AUT
Mathias POSCH,https://ifsc.results.info/#/athlete/1251,Men,171,2013,70,24,AUT
Raffael GRUBER,https://ifsc.results.info/#/athlete/12313,Men,-,2020,32,17,AUT
Louis GUNDOLF,https://ifsc.results.info/#/athlete/1277,Men,188,2015,54,22,AUT
Jules MARCHALAND,https://ifsc.results.info/#/athlete/605,Men,175,2018,15,22,FRA
Nao MONCHOIS,https://ifsc.results.info/#/athlete/519,Men,-,2014,35,25,FRA
Philipp MARTIN,https://ifsc.results.info/#/athlete/765,Men,173,2018,49,29,GER
Christoph HANKE,https://ifsc.results.info/#/athlete/2014,Men,167,2009,92,29,GER
Hritik MARNE,https://ifsc.results.info/#/athlete/2658,Men,-,2017,27,23,IND
Giorgio BENDAZZOLI,https://ifsc.results.info/#/athlete/893,Men,-,2013,36,24,ITA
Giorgio TOMATIS,https://ifsc.results.info/#/athlete/1005,Men,180,2017,47,20,ITA
Masahiro HIGUCHI,https://ifsc.results.info/#/athlete/2261,Men,169,2007,75,31,JPN
Taisei HOMMA,https://ifsc.results.info/#/athlete/2370,Men,177,2016,39,24,JPN
Satone YOSHIDA,https://ifsc.results.info/#/athlete/11390,Men,168,2018,37,19,JPN
Milan PRESKAR,https://ifsc.results.info/#/athlete/1134,Men,172,2010,66,27,SLO
Lovro CREP,https://ifsc.results.info/#/athlete/11915,Men,170,2019,36,19,SLO
Dimitri VOGT,https://ifsc.results.info/#/athlete/3427,Men,158,2011,83,26,SUI
Nino GRÜNENFELDER,https://ifsc.results.info/#/athlete/4284,Men,172,2017,45,22,SUI
Tomas PLEVKO,https://ifsc.results.info/#/athlete/2763,Men,-,2013,25,24,SVK
Illia BAKHMET-SMOLENSKYI,https://ifsc.results.info/#/athlete/11572,Men,-,2019,23,18,UKR
Ariane FRANKEN,https://ifsc.results.info/#/athlete/12383,Women,165,2020,30,18,AUT
Anna BOLIUS,https://ifsc.results.info/#/athlete/12597,Women,-,2021,14,16,AUT
Lea KEMPF,https://ifsc.results.info/#/athlete/1285,Women,-,2018,30,19,AUT
Maya KLAUNZER,https://ifsc.results.info/#/athlete/13403,Women,171,2022,8,20,AUT
Lucie DELCOIGNE,https://ifsc.results.info/#/athlete/349,Women,-,2016,35,21,BEL
Lucie WATILLON,https://ifsc.results.info/#/athlete/363,Women,-,2017,72,20,BEL
Anja SANTINI MIKULIĆ,https://ifsc.results.info/#/athlete/12507,Women,-,2021,20,18,CRO
Iziar MARTÍNEZ ALMENDROS,https://ifsc.results.info/#/athlete/12358,Women,-,2020,50,18,ESP
Lucy GARLICK,https://ifsc.results.info/#/athlete/12947,Women,165,2021,22,16,GBR
Louise FLOCKHART,https://ifsc.results.info/#/athlete/742,Women,172,2018,30,19,GBR
Anna Maria APEL,https://ifsc.results.info/#/athlete/12336,Women,-,2020,44,18,GER
Danai VALSAMIDI,https://ifsc.results.info/#/athlete/4135,Women,-,2018,9,20,GRE
Leonie HOFER,https://ifsc.results.info/#/athlete/12519,Women,-,2021,14,17,ITA
Lynn VAN DER MEER,https://ifsc.results.info/#/athlete/3594,Women,168,2015,43,24,NED
Ariane JANATA-BURNS,https://ifsc.results.info/#/athlete/13780,Women,172,2022,5,17,RSA
Tegwen OATES,https://ifsc.results.info/#/athlete/12308,Women,-,2020,14,20,RSA
Vita LUKAN,https://ifsc.results.info/#/athlete/1153,Women,164,2014,113,23,SLO
Martina BURŠÍKOVÁ,https://ifsc.results.info/#/athlete/12348,Women,169,2020,43,17,SVK
Lianet CASTILLO,https://ifsc.results.info/#/athlete/11989,Women,-,2019,13,20,VEN
Julia FISER,https://ifsc.results.info/#/athlete/1239,Women,158,2011,77,26,AUT
Sophia AVENDER,https://ifsc.results.info/#/athlete/12778,Women,-,2021,18,16,AUT
Mattea PÖTZI,https://ifsc.results.info/#/athlete/1266,Women,160,2014,61,23,AUT
Eva Maria HAMMELMÜLLER,https://ifsc.results.info/#/athlete/1259,Women,167,2014,89,23,AUT
Chloe EARLE,https://ifsc.results.info/#/athlete/1617,Women,167,2015,13,23,CAN
Julia CHANOURDIE,https://ifsc.results.info/#/athlete/466,Women,164,2010,115,27,FRA
Salomé ROMAIN,https://ifsc.results.info/#/athlete/467,Women,149,2010,83,27,FRA
Käthe ATKINS,https://ifsc.results.info/#/athlete/3424,Women,170,2018,26,22,GER
Martina DEMMEL,https://ifsc.results.info/#/athlete/12324,Women,157,2020,21,22,GER
Natsuki TANII,https://ifsc.results.info/#/athlete/2381,Women,152,2017,45,20,JPN
Tina Johnsen HAFSAAS,https://ifsc.results.info/#/athlete/3060,Women,164,2008,107,29,NOR
Tjasa SLEMENSEK,https://ifsc.results.info/#/athlete/1148,Women,168,2013,70,24,SLO
Lana SKUSEK,https://ifsc.results.info/#/athlete/1155,Women,162,2014,47,23,SLO
Michelle HULLIGER,https://ifsc.results.info/#/athlete/4301,Women,157,2013,69,24,SUI
Nika POTAPOVA,https://ifsc.results.info/#/athlete/1526,Women,154,2017,67,20,UKR
Jordi POLES,https://ifsc.results.info/#/athlete/606,Men,176,2018,5,20,FRA
Sebastian HALENKE,https://ifsc.results.info/#/athlete/3125,Men,177,2009,87,28,GER
Ravianto RAMADHAN,https://ifsc.results.info/#/athlete/3331,Men,172,2017,9,21,INA
Raviandi RAMADHAN,https://ifsc.results.info/#/athlete/3332,Men,170,2017,10,21,INA
Alireza PILEHFOROUSHAN,https://ifsc.results.info/#/athlete/3543,Men,-,2016,8,23,IRI
Luca MALOSTI,https://ifsc.results.info/#/athlete/12814,Men,175,2019,17,20,ITA
Neo SUZUKI,https://ifsc.results.info/#/athlete/14606,Men,-,2023,9,19,JPN
Haruki UEMURA,https://ifsc.results.info/#/athlete/11850,Men,174,2019,19,19,JPN
Dimitri FLICK,https://ifsc.results.info/#/athlete/13722,Men,-,2022,8,24,SUI
Dario JOST,https://ifsc.results.info/#/athlete/3885,Men,-,2017,33,20,SUI
Romain SABATIER,https://ifsc.results.info/#/athlete/12415,Men,-,2021,16,18,SUI
Lukas ZGRAGGEN,https://ifsc.results.info/#/athlete/4282,Men,-,2018,23,19,SUI
Auswin AUEAREECHIT,https://ifsc.results.info/#/athlete/13842,Men,-,2022,10,16,THA
Chad HORTON,https://ifsc.results.info/#/athlete/14354,Men,-,2023,2,25,AUS
Lawrence BOGESCHDORFER,https://ifsc.results.info/#/athlete/1317,Men,-,2017,52,21,AUT
Pedro EGG,https://ifsc.results.info/#/athlete/11881,Men,-,2019,9,22,BRA
Jose Tomas LEDESMA,https://ifsc.results.info/#/athlete/11857,Men,-,2019,19,19,CHI
Tomas CHICAIZA DAVILA,https://ifsc.results.info/#/athlete/12045,Men,175,2019,14,18,ECU
Marceau GARNIER,https://ifsc.results.info/#/athlete/612,Men,-,2018,12,22,FRA
Matthew FALL,https://ifsc.results.info/#/athlete/13806,Men,185,2022,10,21,GBR
Dorian ZEDLER,https://ifsc.results.info/#/athlete/12743,Men,-,2021,17,21,GER
Aodhan UMLAUF,https://ifsc.results.info/#/athlete/12742,Men,-,2021,18,16,GER
Luca ROBBIATI,https://ifsc.results.info/#/athlete/13353,Men,-,2022,11,20,ITA
Sho TAKENAKA,https://ifsc.results.info/#/athlete/14726,Men,-,2023,4,20,JPN
Mikolaj WROBLEWSKI,https://ifsc.results.info/#/athlete/8835,Men,-,2012,11,26,POL
Gustavo Jose PEREZ,https://ifsc.results.info/#/athlete/3182,Men,-,2017,17,22,VEN
Nolwenn ARC,https://ifsc.results.info/#/athlete/530,Women,157,2015,53,23,FRA
Ilaria SCOLARIS,https://ifsc.results.info/#/athlete/895,Women,160,2013,39,25,ITA
Federica PAPETTI,https://ifsc.results.info/#/athlete/1023,Women,-,2018,49,19,ITA
Valentina ARNOLDI,https://ifsc.results.info/#/athlete/12835,Women,-,2021,9,18,ITA
Miu KAKIZAKI,https://ifsc.results.info/#/athlete/12846,Women,149,2021,13,20,JPN
Alyssa MEYER,https://ifsc.results.info/#/athlete/1068,Women,-,2016,10,21,RSA
Zoé EGLI,https://ifsc.results.info/#/athlete/3880,Women,164,2016,56,22,SUI
Anne-sophie KOLLER,https://ifsc.results.info/#/athlete/3426,Women,160,2010,95,27,SUI
Noé LOOSER,https://ifsc.results.info/#/athlete/12222,Women,-,2021,28,17,SUI
Carmen CONTRERAS,https://ifsc.results.info/#/athlete/3912,Women,-,2018,24,19,CHI
Anahí RIVEROS,https://ifsc.results.info/#/athlete/11825,Women,-,2019,7,19,CHI
Leslie Adriana ROMERO PÉREZ,https://ifsc.results.info/#/athlete/13373,Women,160,2022,12,25,ESP
Carla MARTÍNEZ VIDAL,https://ifsc.results.info/#/athlete/13761,Women,157,2022,18,21,ESP
Nele THOMAS,https://ifsc.results.info/#/athlete/12741,Women,-,2021,18,16,GER
Ainaz MOHAMMADI SARDOO,https://ifsc.results.info/#/athlete/11949,Women,-,2019,4,18,IRI
